cycle_id,average_daily_gain
3458.0,1.5427272727272727
3459.0,1.8675
4038.0,0.28125
4039.0,0.2769230769230769
4044.0,1.6915384615384614
4045.0,1.7330769230769232
4046.0,1.6846153846153844
4047.0,1.5866666666666667
4048.0,1.4976923076923077
4181.0,2.5999999999999996
4233.0,0.9000000000000004
4238.0,2.341
4239.0,1.8039999999999998
4241.0,2.196
4253.0,2.0
4309.0,3.28
4442.0,0.9783333333333332
4446.0,1.3
4491.0,2.5
4514.0,1.75
4515.0,1.0
4551.0,1.085
4750.0,2.086666666666667
4751.0,2.09
4887.0,4.8
4896.0,4.7
4938.0,0.8999999999999999
4946.0,1.9075
5222.0,1.3729166666666668
5223.0,1.2531818181818182
5253.0,1.8599999999999999
5258.0,1.9899999999999998
5435.0,2.5333333333333337
5437.0,2.2600000000000002
5438.0,2.61
5439.0,2.686666666666666
5441.0,2.095
5442.0,2.4466666666666668
5487.0,2.0749999999999997
5677.0,3.1333333333333333
5731.0,1.5866666666666667
5902.0,2.5241666666666664
5903.0,2.610909090909091
5918.0,2.512307692307693
5919.0,2.5515384615384615
5920.0,2.190909090909091
5921.0,2.129090909090909
6126.0,0.3363636363636363
6319.0,2.0
6431.0,5.13
6627.0,0.6699999999999999
6628.0,1.6500000000000001
6952.0,0.8399999999999999
7020.0,4.8
7130.0,5.0
7156.0,0.5
7273.0,2.75
7276.0,-1.0
7277.0,-2.75
7289.0,-1.75
7293.0,-2.75
7303.0,-2.75
7605.0,1.26
7606.0,2.2700000000000005
7615.0,1.9775
7616.0,1.5524999999999998
7617.0,1.3725
7622.0,2.2457142857142856
7876.0,1.1775
7897.0,0.5
7991.0,2.7871428571428574
7992.0,2.78
7993.0,3.2466666666666666
7995.0,2.491428571428571
7996.0,2.8857142857142857
7997.0,3.6500000000000004
7998.0,2.585
7999.0,3.067142857142857
8000.0,2.924285714285714
8004.0,2.65
8005.0,2.3783333333333334
8006.0,3.033333333333333
8007.0,2.60875
8008.0,2.17
8010.0,3.1871428571428573
8011.0,3.2742857142857145
8012.0,2.9528571428571433
8013.0,3.4285714285714293
8014.0,3.651666666666667
8092.0,-0.8999999999999999
8259.0,1.474
8265.0,1.136
8266.0,2.3725
8292.0,2.1
8293.0,1.6
8475.0,0.4849999999999999
8578.0,1.325
8716.0,-0.8399999999999999
8985.0,1.553
8988.0,3.7
9057.0,0.0
9058.0,0.0
9090.0,1.2176923076923076
9091.0,1.406923076923077
9093.0,1.2492307692307694
9094.0,1.3884615384615382
9095.0,1.416153846153846
9096.0,1.5815384615384613
9097.0,1.435384615384615
9098.0,1.256153846153846
9100.0,1.3323076923076924
9101.0,1.4423076923076923
9102.0,2.072222222222222
9103.0,1.9533333333333336
9104.0,2.227777777777778
9105.0,1.637777777777778
9106.0,1.608888888888889
9399.0,0.18000000000000002
9545.0,1.9525000000000001
9585.0,6.66
9877.0,1.5899999999999999
9921.0,0.8000000000000003
9984.0,11.3
9989.0,2.3
9993.0,2.4
9996.0,11.2
9998.0,1.55
10000.0,1.6000000000000005
10004.0,1.1000000000000005
10005.0,0.7999999999999998
10009.0,1.1999999999999993
10010.0,6.1
10025.0,4.0
10026.0,3.8
10027.0,1.1
10028.0,10.0
10029.0,11.1
10030.0,9.0
10031.0,3.049999999999999
10042.0,0.8000000000000007
10043.0,0.6700000000000008
10044.0,1.3614285714285714
10046.0,1.2999999999999998
10070.0,1.3546666666666667
10071.0,1.4556666666666667
10072.0,1.4582758620689658
10191.0,4.126666666666667
10195.0,2.8436363636363637
10196.0,1.6459999999999997
10197.0,2.3000000000000003
10198.0,0.7999999999999998
10200.0,1.6057142857142856
10201.0,1.8683333333333332
10203.0,2.261666666666667
10241.0,1.92
10242.0,-1.325
10258.0,1.3833333333333335
10358.0,-1.15
10366.0,1.4571428571428573
10367.0,1.304
10371.0,2.5
10400.0,2.3575
10408.0,0.7449999999999999
10414.0,1.7222222222222223
10703.0,-0.2471428571428572
10704.0,2.61
10705.0,2.4450000000000003
10706.0,2.223333333333333
10710.0,2.0785714285714283
10711.0,2.2328571428571427
10712.0,1.84
10713.0,2.025714285714286
10714.0,3.0416666666666665
10718.0,-3.38
10719.0,-3.4
10737.0,2.5966666666666662
10759.0,2.8666666666666667
10763.0,2.263333333333333
10764.0,1.0200000000000002
10771.0,1.4811111111111108
10772.0,1.55625
10984.0,2.0
10985.0,2.3
11017.0,1.8375000000000001
11042.0,1.7999999999999998
11044.0,1.2999999999999998
11080.0,1.4
11081.0,0.8000000000000002
11149.0,1.2000000000000002
11168.0,1.691666666666667
11225.0,1.0550000000000002
11304.0,0.6133333333333333
11317.0,3.25
11338.0,1.9999999999999998
11339.0,1.5666666666666664
11340.0,3.1
11341.0,3.4999999999999996
11342.0,2.6999999999999993
11345.0,3.13
11346.0,1.1066666666666667
11347.0,3.3
11352.0,1.56
11422.0,6.6
11423.0,5.0
11424.0,4.2
11509.0,2.2
11544.0,1.0750000000000004
11545.0,4.1
11609.0,-3.925
11618.0,4.3
11632.0,6.2
11637.0,1.0499999999999998
11638.0,1.6625
11639.0,1.53
11675.0,1.025
11680.0,2.3000000000000003
11741.0,1.5133333333333334
11773.0,4.4
11774.0,2.525714285714286
11775.0,3.325999999999999
11777.0,5.2
11789.0,4.27
11797.0,1.2225
11808.0,12.89
11922.0,3.2183333333333324
11923.0,2.60375
11926.0,2.4014285714285712
11927.0,2.6025
11928.0,2.1475
11929.0,2.785
11930.0,3.1374999999999997
11931.0,3.0933333333333337
12021.0,5.75
12025.0,2.8266666666666667
12046.0,4.5
12065.0,3.066
12067.0,3.2119999999999997
12072.0,3.447
12131.0,1.5
12163.0,2.8666666666666667
12323.0,1.2766666666666666
12324.0,0.7833333333333333
12325.0,0.16666666666666666
12332.0,0.7766666666666667
12336.0,0.42666666666666675
12341.0,1.3599999999999999
12347.0,3.5599999999999996
12348.0,2.5
12349.0,1.8424999999999998
12350.0,2.1174999999999997
12351.0,2.3266666666666667
12353.0,2.1149999999999998
12354.0,2.4125
12357.0,1.69
12359.0,2.0100000000000002
12361.0,1.8359999999999999
12362.0,2.0199999999999996
12436.0,4.0
12439.0,4.3
12453.0,2.1666666666666665
12481.0,6.12
12482.0,6.18
12484.0,1.0999999999999996
12491.0,1.2999999999999998
12504.0,2.3
12505.0,1.5999999999999996
12506.0,3.6
12558.0,6.0
12572.0,1.0
12576.0,2.5
12592.0,2.5
12595.0,2.5
12596.0,10.0
12597.0,3.8
12639.0,1.4875
12705.0,1.9571428571428573
12716.0,1.325
12717.0,3.0
12850.0,2.4525
12851.0,2.3324999999999996
12852.0,2.3324999999999996
12853.0,2.9025000000000003
12854.0,2.59
12855.0,2.5125
12856.0,2.24
12857.0,3.0025
12858.0,3.8000000000000003
12859.0,3.8600000000000003
12860.0,3.925
12861.0,0.5800000000000001
12862.0,3.875
12863.0,3.915
12864.0,3.875
12865.0,4.225
12866.0,3.5949999999999993
12867.0,4.0600000000000005
12868.0,4.68
12869.0,5.0
12937.0,6.25
12978.0,3.9000000000000004
13024.0,-0.38375000000000004
13112.0,1.594
13114.0,2.866666666666667
13117.0,3.0299999999999994
13166.0,1.5624999999999998
13198.0,2.2125000000000004
13308.0,1.3742857142857143
